source,id,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Protein,P01036,-0.2964534654019122,-0.025379848281539576,0.0,-0.2277548143482178,-0.2256016899178825,-0.1698802917424964,-0.2683294510999148,-0.14202398480559617,-0.07891751397016968,-0.19923854343429015,-0.4179842810733424,0.011403037635516984,-0.1723031143876705,-0.23131945752723682,0.05291191717619657,-0.10423863148284959,-0.2110736845651288,-0.1711613560157394,-0.06328096922334982,-0.14111294707568206,0.005220276999193047,-0.1517089894204705,0.20702692233963502,-0.27069902823631986,-0.21850333196830832,0.1091856730041159,-0.08161673451481723,-0.16100510695685505,-0.026314760779637833,0.0016965571795550152,-0.09468209068250097,-0.10537166817118325,-0.1417240680128144
Protein,P63104,-0.19815583217991714,-0.08775861559731193,0.0,0.38258165480449674,0.2612255660489338,-0.06823672845140492,0.39679323856768084,-0.05754942869281286,-0.05368674462668999,0,0.23134801116467021,-0.10815523094370257,-0.05749750875959751,-0.14884161676785027,-0.1487298103091173,-0.02441201239865963,-0.02444386982136104,0.35744607959497365,-0.13842492706865353,0.030736391877286835,-0.14296322941018866,-0.08809002577659125,-0.024426220622608005,0.02895202989406392,0.28483404127655204,-0.27128671301659657,-0.13742280791535663,-0.07284447814050626,-0.17911878995871627,-0.05240899744523245,-0.10142843179866595,-0.11636133515960402,-0.20261618636486073
Protein,P62979,0.055705646607335034,0.1378685728453467,0.0,0.3103181554232772,0.44866205362653444,0.05504928475621215,0.36761432600745825,-0.01337723721511682,0.11353114091293305,0,0.3685775852170769,0.08528204898268711,-0.026534447789569336,-0.0024605566578263277,0.004878310357025554,0.21563721671902936,0.09353933713682006,0.33114956643418225,0.06416335935343782,0.18909680628922326,0.1455512616734975,0.10728995762977026,0.1037951466159151,0.08090231738188834,0.31948740565122147,-0.0371599476747894,0.07322905193676807,0.09362055121418456,0.058490235726250936,-0.09587437490169844,0.01052530163995622,0.009725572712911093,-0.001228917562567874
Protein,B3EWG6,0.0026671667964998378,0.16523345338627138,0.0,0.06757511856103621,0.6082768071582213,0.11302297663127689,0.29887709704994875,0.038190437826714003,0.2812271307845362,0,0.06777595539461823,0.05677272308892323,-0.18920478240704017,-0.12140631886623013,0.07616332726756853,0.2669391864130472,0.16254190273818825,0.1313370099395493,0.0033387471458515908,0.11360972976144841,0.07767109366539303,0.10653782579401146,0.05880856549093895,0.2892756998969978,0.24688365470460003,-0.01077860277809453,0.08318765241335453,0.10133615487103864,0.1463404870193988,0.08876805555925747,-0.03774642893965228,-0.08241213825818494,0.056430407511271805
Protein,P06702,0.1189271412488004,0.20774148626323302,0.0,0.2826258383864808,0.1971638702209013,0.15785611334873334,0.20308034658391697,0.02551857047159698,0.05854204282577966,-0.4438409467923078,0.3335441515745808,0.07910891404074716,0.07240645360730148,0.06680110467811175,-0.005017764101863346,0.17974066684037915,0.18314972980791727,0.2374407864490807,0.09179591302495525,0.018031815417746858,0.08452609011979108,0.17766477044279388,0.2319406570434746,0.1712361219734714,0.27278904493654627,0.009049775934436673,-0.04946838577960864,0.21195624489374273,0.11694899424716004,0.1444608193083052,0.11051837374394634,0.08168075466667382,0.0369723057758944
Protein,P04083,-0.30672155910216675,0.04336121274978687,0.0,0.1620618663555949,-0.14408698156525274,-0.08668890106155758,-0.038226455891627105,-0.10902889313725647,-0.04015645629451216,-0.3529393911436817,-0.0032719814942403867,-0.1813970191465531,-0.2026061928455863,-0.22186676780018777,-0.3432226083068573,0.10176776269226051,-0.03716708841499688,0.025136777541622683,-0.029074719582424392,-0.09999571743525149,-0.1879148552364931,-0.027395520353023575,0.004967042870000537,0.03805230870944362,-0.00020241179487552296,-0.3134158045936124,-0.2546723324319489,-0.128322328172972,-0.2973827129399711,-0.13545721336318414,-0.10660296145588434,-0.12549678949800613,-0.30786419813966637
Protein,P40925,0.18483560696936668,0.16871006732086927,0.0,0.21300711224328817,0.4181369554400134,0.1377284358409574,0.2247823702979183,0.14570495254658933,0.2271149073490818,0,0.23688167181029582,0.17572960009299501,0.06156671142897559,0.09115801206995439,0.12784455689627633,0.24025148788448264,0.12423114628029891,0.04976879146561934,0.13145248467696447,0.006203077638268616,0.15456498953716952,0.07986388524558935,0.10043855090583746,0.0947088687162331,0.17195131297037633,0.11971703387792791,0.17265349023796692,0.3149435550808534,0.2505614966007557,0.15103464069511743,0.1537019461670367,0.15370511641336776,0.10677445824555783
Protein,P03973,-0.0909882010689665,-0.07027643009361444,0.0,0.10298668639654802,0.1667484382222478,-0.18712747994278894,0.12705186909949173,-0.20663848068236937,-0.11557775023827319,0,0.040043242775178275,-0.05225759657162504,-0.19687542873449254,-0.18159732701082942,-0.07299299147574785,-0.2576404055153837,-0.18452374627793675,0.44201240343751347,-0.10259360148684332,-0.1128838719011523,-0.16203107608220949,-0.1899343537209456,-0.19503867222385834,-0.23636032145014188,-0.3506114459757243,-0.04261535549870152,-0.08405238852288736,-0.1989367728796183,-0.037948495528600946,-0.18596681765923895,-0.19394890462654485,-0.18197376959405906,-0.07942949333692152
Protein,A0M8Q6,0.09859846338830774,-0.07665164856383017,0.0,-0.05115500846654829,0.21362300477570342,-0.1086414195412727,0.13558628127121833,-0.17547855742892068,-0.07230704168144562,0,-0.011428958982061296,0.003826840160164589,-0.15076719320688356,-0.09223074377993963,0.03311588795011631,-0.25014258383374754,-0.1806467388586357,0.24703857893561013,-0.14242126334094976,-0.4055195616149964,-0.11335632201390795,-0.22437455270470028,-0.18673609770016986,-0.46188474521178485,0.2897760985923251,0.04036472082980169,-0.009396553919728016,-0.0761645559513258,0.04738088207430596,-0.01471147315825317,-0.19714137823660036,-0.2275625645652472,-0.022377383948985554
Protein,F8VV32,-0.09549648292498823,-0.11201641676708438,0.0,-0.2538520458275634,-0.2988400326760142,-0.1053105069811641,-0.261228593676344,-0.11968612528434441,-0.10531441353795509,0,-0.3686623821211317,-0.08052184533577013,-0.13509559280765018,-0.14970030348228863,-0.09112114898631063,-0.1835980147247244,-0.11142941995348755,-0.20989693324612502,-0.19168797250775876,-0.24703513616449932,-0.20315654210736434,-0.16208864529509642,-0.15215338880368914,-0.15099216081224678,-0.25080934753179684,-0.06222990889522407,-0.09457092267902717,-0.1619469184288603,-0.08578594540443868,-0.10187326606757588,-0.24161220037704392,-0.14179256061796858,-0.1699003416883103
Protein,O60234,-0.059490909864691854,-0.08999353160838582,0.0,-0.11614366845981461,-0.30342826173589105,-0.09311102995955789,-0.2860949535038728,-0.18443495765778917,0.056501738832052326,0,-0.374243321287046,0.014126742020899254,-0.3071856914518141,-0.051184962429843876,-0.1677608325172749,0.014444887258164636,-0.21378612330093447,-0.26217904736279596,-0.20921442703845256,-0.233437420935856,-0.2687175805408909,-0.20166706858028485,0.14764425347488555,-0.2608689715737411,-0.18962083217871178,0.1156762605478738,-0.04098530722455127,0.015908390761100785,0.0100906055687286,0.0918697906469297,-0.09004645211387105,-0.06470553100150053,-0.044035040188066976
Protein,P01743,0.2670049763667852,0.130314014864624,0.0,-0.37176075949478016,-0.3506579590046112,-0.03793528649593199,-0.3151306538703932,-0.1042769522691866,-0.07407592651872573,0,-0.19028977980177425,0.005842315109941901,0.018945611352474478,0.02841857467676645,0.15816748747572718,-0.2155449324138766,-0.011198522114090021,-0.27985736226072383,0.24800460900086882,-0.10897316794491593,0.14510219272468303,-0.007410657160953492,0.13483784000250157,-0.08709842779230612,-0.3501938209981892,0.20473894314974203,-0.09169939241628582,-0.09950456698529503,0.05143877115321298,-0.12673185563902759,0.009622119696441651,-0.05925256293422907,0.14382892342438497
Protein,P01742,0.24046452714334993,-0.1169460320967187,0.0,-0.37749173745138714,0.22459910330306695,-0.1518656445123849,-0.0434299943002276,-0.21699474220655054,-0.08823506016989917,0,0.05348394775189763,0.007813445374275396,-0.16206554654241934,-0.05745154065999256,0.15006473014946667,-0.20486058571954727,-0.1966685954173793,0.24146501147127925,0.006688118128494566,-0.24846388614155376,-0.02957415114457458,-0.1906515543863432,-0.11103624057953893,-0.45778955202759175,0.20101006111240913,0.07817599095061888,0.06645254718343169,-0.0828461634315498,0.08581603431614207,-0.030576914223580776,-0.16260042737510258,-0.2174158935058141,0.0327054079628639
Protein,P60903,-0.2145443769780239,-0.0059423151848065755,0.0,0.13550428053950553,0.235314970948812,-0.02822584742488404,0.4524022921840521,-0.013833626631402977,-0.04342001022137474,0,0.4896670362086657,-0.07478662278680677,-0.039059841435155486,-0.058209224470084565,-0.10881503754119204,0.02915585272012972,0.007005453292642539,0.30400102200974977,-0.08999639970813338,0.04042010978235549,-0.0323824841325951,-0.011025493025581638,-0.034823057144158995,0.0373762102109786,0.46617885249920055,-0.14592544729646326,-0.12194914521349529,-0.039360173571612624,-0.15561742138857831,0.041143136024218194,-0.04869116816567543,-0.05928611999759905,-0.1299092401834828
Protein,P00558,-0.15332644503931642,0.01167860979184607,0.0,0.27497868188758107,0.5128782980492612,-0.013961807444758547,0.3490251000585104,-0.03680479259657852,0.13623315117227774,0,0.290755351796486,0.16423777778916201,-0.055672709780728045,-0.161126480352578,0.021294426377507936,0.3218311689047762,0.08493559317475549,0.20975515740775036,0.149022909480827,0.08493495707016986,0.26905804975537645,0.084935696235585,0.20903779834284464,0.01976022860761749,-0.08260350393785468,0.04061623101263571,-0.051075281855718344,0.14491473107403915,0.07499866385517258,0.05058082382275002,-0.012525154478340456,-0.042620101649017555,0.06783670424777088
Protein,P26447,-0.0026910203777317262,-0.11095644862494136,0.0,0.1655682469713085,0.34317864098160233,0.07344683836442042,-0.1278664647964893,0.03435969142336523,0.40069290258956997,0,0.0734414957332137,0.1475287266909255,-0.13223432322146517,-0.01578869114661291,-0.07490114551486331,0.2333447313375776,-0.0675330750303565,0.1554082947173908,-0.05971404957802467,-0.45447823061956233,-0.06307582438172958,-0.0403423939824289,0.26908857814899523,-0.11683865882178524,0.33013026878786433,0.1868273795495826,-0.0075297735005866485,0.21781821873749185,0.07344162496464245,-0.004972951661598149,-0.013560297456752994,-0.09202737480030881,0.134558051327729
Protein,B8ZWD1,0.09387935234105498,0.16117745402555822,0.0,0.2941021651457233,0.5434395924503517,0.09138237517577825,0.33835462928611687,-0.0013936221993396958,0.21045875840550013,0,0.2957218759976912,0.1472382686429054,0.017644723290973302,0.007775234785033515,0.09671834652412177,0.21140935797103125,0.09857244692892247,0.3461500332533707,0.08592578827469907,-0.12407501714793162,0.08699103885417384,0.046865332207892504,-0.05390329984161123,0.001881276253536899,0.2737783260952257,0.07420558183814782,0,0,0,0,0.0208447992408192,0.006899283905617982,0.08231306196268887
Protein,P10599,-0.009622947098309671,0.13398372813875806,0.0,0.5831445445273281,0.4751480193162701,-0.038067714792389365,0.1766692746951557,-0.142956908243747,0.1438030285351244,0,0.042945818555682816,0.009675660519865218,-0.23325479814944308,-0.28352443877052075,-0.03929834073283884,0.28200752298609744,0.03147405987925096,0.150547046707639,-0.005792653432230391,-0.10689301327408063,0.08433356067693598,-0.045756583093151774,-0.0859817835275801,0.02087598976238241,-0.06066288102193127,-0.12498501680805074,-0.1339163920767105,0.12282465449276532,0.017452886661737606,-0.04580727528313244,-0.050688234149992885,-0.029404898957113793,-0.11934879624223611
Protein,P29373,-0.16830753590394537,0.017203374408238575,0.0,0.3046567258824455,0.43838724407192237,-0.11360300131988782,0.3028439170521132,-0.16267611620319933,0.04221189867068557,0,0.17184443010620779,-0.11434273755787615,-0.23107992060565433,-0.26329887564915466,-0.10116529342069606,0.0900176670510043,-0.08531815219568216,0.14560885182556751,-0.13291553119108232,-0.28309564818312594,-0.11862954718165647,-0.12075396466443611,-0.22007012952296467,-0.1365340328529048,0.18230216222356935,-0.17856034860331865,-0.1982655231421746,0.010296363409160061,-0.10739361256966835,0.01636754882763457,-0.040598860826964116,-0.09344470711494818,-0.1453038398559313
Protein,D6RBR1,-0.012911647917542778,0.04398778797679554,0.0,0,-0.43994735361939125,0,-0.3700891999899235,0,0,0,-0.4011480311101204,0,-0.019591451213295197,-0.027185256936924026,0.009861874454854203,0.1373925165504745,0.09247903103908568,-0.4236673142365296,-0.09004586776395344,0.15175832789984395,-0.013426421919603297,-0.026138800386833666,0.005137768813164379,0.2083044420135738,-0.29189964866904333,-0.23305318233951683,0.08612037056173046,0.06830057391378143,0.08766605776537252,0.06501397515974379,0.024593660630106796,0.0983536526914181,-0.22159632445069102
Protein,P63218,-0.02109658409659398,-0.05460453674070308,0.0,0.187966560722951,-0.12302494646481979,0.10223166586773912,-0.035259387021893296,0.05048428856689219,-0.05134097495062313,0,-0.0960686100320031,0.01764994683314674,0.013212144520789938,-0.04345693920293459,-0.025544096141698412,-0.0021746424551041445,-0.011226304215056718,-0.1376643450455324,-0.2979796902223738,-0.49761155215708097,-0.2960765520715172,-0.33043970372617193,-0.36638302891125635,-0.08176255014835637,0.298040194995393,0.005914537612380473,0.2486694499480164,0.1258345941400916,0.09825829338597315,0.08267788792301883,0.10746656928715984,0.15514811669427406,0.0711512418786129
Protein,P05204,0.08283792199653653,-0.027508883357600177,0.0,0.12712670209843946,0.4194800532962399,0.059565924157179644,0.39570751926528125,0.1078076716533026,0.17749455055715294,0,0.15870653015123665,0.05106989835319528,-0.24377865047778335,-0.0803226858487301,0.07610767422461825,0.059845212366747814,-0.0940078708187199,0.3694237102821653,-0.09301616668103489,-0.14116761985867116,0.022448890347803212,0.17313208603660926,0.25686295668547243,0.04807574837691775,0.17134262571354558,0.20907323279505774,0.043767803499009335,0.22356594618671558,0.2295303282899597,0.14689182185584734,0.05703921143262554,0.04534945296217179,0.12941680619744833
Protein,P35268,-0.2933787768598404,-0.11770374187688415,0.0,-0.17598015709821704,-0.2723753577541508,-0.1953977417888667,-0.20417003183742446,-0.13826486108880356,-0.09497770180292767,0,-0.2238313762472272,-0.13776587434863458,-0.08742770652116588,-0.11246450510196374,-0.18881593688430484,0.08236071806166277,0.11695498878480444,-0.2127566282458363,-0.07669604138368932,0.1868714769789349,-0.13652941528117776,-0.02633175768538459,-0.16408950862973623,0.0698468733535143,-0.10721945326295079,-0.21009958972164855,-0.26767088200090644,-0.23177614717620862,-0.2910192477148297,-0.23912447459859906,-0.062213864749875024,0.017358212848797655,-0.2777988832604032
Protein,Q5T123,0.17997681275580968,0.1660740988076022,0.0,0.13667074265503182,0.6020729258028262,0.030891513170693594,0.4226302302777187,-0.06083476730799091,0.1509719120122187,0,0.15234155581554576,0.07038234597023839,0.009607501967720316,0.011007154695747371,0.1366390929455439,0.07890177279372598,0.007764404910670293,0.39477587715801615,0.11615275877157807,-0.10060582754844319,0.04697810474078583,0.01558213917512057,0.1506565253086244,-0.026103091765004496,0.2214248652169121,0.13167412093256264,0.04977225308520305,0.08767174857432548,0.05919983574641162,0.06824675905802577,-0.04813473330952632,-0.06780756264342569,0.050643283541956075
Protein,P61626,-0.07803814476308094,-0.10898165921415101,0.0,-0.2346304307757883,-0.04003655974598433,-0.1878479863706712,0.02007990836470802,-0.1971201882817527,-0.1403337381976187,0,-0.07324498701761482,-0.09797853575757615,-0.14270629307764196,-0.12831266171229005,-0.13469965434939352,-0.18084428563038418,-0.13410149076218994,0.1892224332674268,-0.1741869259322843,-0.2837072429257022,-0.2077759297335582,-0.18520658917680696,-0.12609393570246963,-0.2526618455202106,-0.3039582825657263,-0.16140965145013852,-0.21840967288459576,-0.20842223138170723,-0.1855895775021221,-0.1351234944827564,-0.22924391982189715,-0.2580183463610457,-0.15891047437118555
Protein,P68871,0.009563855762648121,-0.07657960057929183,0.0,0.08424833038627132,0.2582984980223877,0.03218738867873736,0.12094948850722313,-0.11395245141167845,-0.1177081799169266,0,0.0936968236203209,0.019084355089047017,-0.2862746846964041,0.03570104153984565,-0.19892932856139509,-0.26805383411409534,-0.28341793615629096,0.07298504201509096,-0.18441641809664353,-0.33469084088108736,-0.065310672874617,-0.2219838669217671,0.27824161398944086,-0.25591761259339457,0.04535195523489748,0.09073689760462879,-0.06325792042282342,-0.04099580860409546,-0.14766375470764934,-0.13183896727927363,-0.266838375169734,-0.28411258531379285,0.19675053994819605
Protein,Q9UBI6,0.08385699904061857,0.07089174866631112,0.0,0.2753538256194574,0.3176207807110703,0.13034984812847827,0.4319930126473904,0.11895801869909091,0.08057644376539706,0,0.41136783108026953,0.05773222470588376,0.09790412104365984,0.08957885869670382,0.018193399763689506,0.10528789124451343,0.08196495308843008,0.36214903844979995,0.04997081998177152,0.12185856268396333,0.017138854501775765,0.04783814590025895,0.014146999479511315,0.1156161005870905,0.39736730617059074,0.04066649052780164,0.08969973297546929,0.06674478255465388,0.037007615717629574,0.08603536143082831,0.11816913011535297,0.12284033324470028,0.06447804134589877
Protein,P02654,-0.03179081564203366,-0.06545547230009788,0.0,0.5753434193362128,0,0.09369819891373136,0,0.07741195820688943,-0.09761773403264037,0,0,-0.009591869537682303,-0.28499737368565853,-0.06080248200501655,-0.18448014362866372,-0.21605857757481192,-0.2731083720601694,0,-0.029987738989970272,-0.11203478814296054,-0.022442430292630135,-0.11404153299615809,0.2784493844314299,-0.20506966377018604,0,0.09427147609315312,0.29390543776463735,0.10323448549795096,0.005138110092928066,-0.20302929627284785,-0.24269216786424108,-0.18611396670088423,0.10867813753547226
Protein,Q09666,0.031280514222385696,0.05505844499594853,0.0,0.32246592799855506,0.1852426967768403,0.09077435772292651,0.1576768630532374,0.15201774779565155,0.09372044720407703,0,0.10759497901078169,0.0707901628092685,0.05449687475593034,0.030332650225583586,0.03765533907802264,0.16018698397267847,0.35928090837587384,0.089027022874774,-0.010852555046065426,0.5674091390543605,-0.027671895329591998,0.050886985840025,-0.06306930862244739,0.4513881923724079,0.07973740007253935,-0.08922575955356118,0.029334409634414305,0.10665146410653649,0.0035565755380273048,0.08317589541973981,0.14593181349699275,0.14154734018056994,0.012636000430276467
Protein,K7ENT6,-0.09537971550630912,-0.06446700660094096,0.0,0.2431474984739804,0.3410013723227733,-0.16331182898660881,0.2343115670937216,-0.1929120570357061,-0.203465511530811,0,0.27411275426404746,-0.2308604666411602,-0.06862953053247588,-0.11385442871639032,-0.24724364630358703,0.1316192162450366,0.02945762241051394,0.031423744580973516,-0.1536620943075119,0.04646622808193321,-0.18129071952449885,-0.10089061290958248,-0.20904384402007706,0.15384694061136753,0.2001271813031891,-0.3832074543698446,-0.11618868110350263,0.001106617900464107,-0.12968098074231227,0.0003801218190572044,0.04033539621410864,0.039860635380595054,-0.261007851469115
Protein,C9JTH1,-0.10802135178246233,-0.06607032762554167,0.0,-0.31338941640904344,-0.12200405944292407,0.13038957984078142,-0.2398925671835027,-0.06120128111323815,0.01309598803710604,0,-0.40044215167539365,-0.06851654737991324,0.025653327246377183,-0.022872481574020342,-0.1185429088483065,0.04171380109980869,0.01384586565129377,-0.3322898782530311,0.061823182014915774,-0.25281856391966506,0.00020164745986716247,-0.09600508214220693,-0.14800050616701688,-0.29629065984747904,-0.3470291826534976,-0.06689328357531477,-0.21642549830335808,-0.057938534175496416,-0.17326523784361336,-0.019853420096663275,-0.23718760571186834,-0.14073438366713406,-0.17760114475193697
Protein,P02768,0.16575585356414965,-0.036446176016245585,0.0,0.20332373844036403,0.4322233926129269,0.03859904565801071,0.08472521052526337,0.0003867930761939853,-0.004727835066749175,0.47609263839525406,0.24994946566701,0.15586701006308792,-0.0788127060571067,0.09404092852622187,0.1574231257575708,-0.13840997414696393,-0.13488213517488365,0.2094744449116533,0.04011042360551148,-0.16225473544818358,0.12839670262445851,-0.20757086083806536,0.07480423719852032,-0.1429955525239028,0.05052558240305219,0.2856382299777744,0.1493677963520419,0.0932063135907449,-0.007479830735735943,-0.05085646511774038,-0.06797180780512746,-0.07618653553829842,0.24101935950918457
Protein,P51858,0.04103607370480495,0.1220618796202994,0.0,0.20242155151413938,0.4074415502611161,0.14613802575928442,0.3603637178866966,0.17310836729859677,0.16266151348250427,0,0.1958095700860759,0.13668206077574008,0.2044001627062164,0.17318219168407556,0.09114847411243206,0.09804364701463038,0.07887107979645025,0.29280354044888285,0.03280517288620899,0.2254415936273008,0.11948449949359508,0.1876806875789345,0.2343266131343628,0.13689438337121465,0.23372121053482287,0.06531805767828716,0.1479375821448876,0.12097545374632578,0.09357080694890182,0.08623296152784833,0.14254252166716147,0.15146135961499144,0.01439828811079382
Protein,P62753,-0.0382957126410742,0.09503807415341062,0.0,0.29048795829224733,-0.042266674926969935,0.01890655543151923,0.04790712976877265,0.12079389767215097,0.13336802148654395,0,0.17365065163721324,0.032988558075050675,0.13412033919531793,0.03875740127987679,-0.029502548550643066,0.23415103214383534,0.4040064995026301,0.24077209360220087,0.17601434663122545,0.6296792780431095,0.08451016026639392,0.12289966595951893,0.07570771350881071,0.25504635632634276,0.006230857613525834,-0.0917399271181493,0.016398477761487208,0.0007515831169586312,0.04956635512331104,-0.0656112946392399,0.014206637345498478,0.010796041379414123,-0.06610427731633585
Protein,Q96C19,0.1191410609553178,0.01863708305852436,0.0,0.06278562632845669,0.38825845289928507,0.0934511291713866,0.29405209935933874,0.1015748356411816,0.21479753239453092,0,0.15611690996563435,0.1214659194840233,0.010302138208960235,0.06920082970645511,0.011276052722690718,0.018312407721823926,-0.08734162292873131,0.37053413927485157,-0.04859199048337809,-0.2706361319487594,-0.02483700398000026,0.06813668253609523,0.38182867994050856,-0.014999305841895539,0.2746277246070429,0.22453203004932762,0.16712775802989327,0.24328058982573086,0.2015108459916123,0.0011858659972457356,0.03584234324272767,0.03803354430702581,0.08083423132171365
